x,y,timestamp,ID,Behavior
-64.07901001,-64.87400055,1/15/2015 2:53,131153,Traveling
-64.08499146,-64.87599945,1/15/2015 3:12,131153,Traveling
-64.05499268,-64.87400055,1/15/2015 3:29,131153,Traveling
-64.0329895,-64.87200165,1/15/2015 3:30,131153,Traveling
-64.0329895,-64.88999939,1/15/2015 4:34,131153,Traveling
-64.03201294,-64.89099884,1/15/2015 4:51,131153,Traveling
-64.02700806,-64.88300323,1/15/2015 5:06,131153,Traveling
-64.04400635,-64.8789978,1/15/2015 5:09,131153,Area-restricted Search
-64.10800171,-64.86100006,1/15/2015 6:12,131153,Area-restricted Search
-64.15100098,-64.8769989,1/15/2015 6:28,131153,Area-restricted Search
-64.17800903,-64.88999939,1/15/2015 6:48,131153,Traveling
-64.17498779,-64.88500214,1/15/2015 6:50,131153,Area-restricted Search
-64.27999878,-64.86499786,1/15/2015 7:50,131153,Area-restricted Search
-64.29299927,-64.86100006,1/15/2015 8:08,131153,Area-restricted Search
-64.34799194,-64.84200287,1/15/2015 8:25,131153,Area-restricted Search
-64.3789978,-64.83699799,1/15/2015 9:49,131153,Area-restricted Search
-64.38299561,-64.83899689,1/15/2015 10:26,131153,Area-restricted Search
-64.45800781,-64.82499695,1/15/2015 11:10,131153,Traveling
-64.44900513,-64.83100128,1/15/2015 12:05,131153,Traveling
-64.45300293,-64.83599854,1/15/2015 12:50,131153,Traveling
-64.49099731,-64.84500122,1/15/2015 13:45,131153,Traveling
-64.47399902,-64.83899689,1/15/2015 14:27,131153,Area-restricted Search
-64.49798584,-64.96299744,1/16/2015 1:09,131153,Traveling
-64.47799683,-64.96499634,1/16/2015 1:38,131153,Traveling
-64.47399902,-64.96700287,1/16/2015 1:39,131153,Traveling
-64.49700928,-64.95800018,1/16/2015 2:32,131153,Traveling
-64.45098877,-64.96099854,1/16/2015 3:20,131153,Traveling
-64.42999268,-64.95600128,1/16/2015 3:27,131153,Traveling
-64.44400024,-64.96399689,1/16/2015 4:11,131153,Traveling
-64.44299316,-64.98600006,1/16/2015 4:27,131153,Traveling
-64.43499756,-64.98899841,1/16/2015 4:53,131153,Traveling
-64.42300415,-64.98600006,1/16/2015 4:57,131153,Traveling
-64.46200562,-64.98999786,1/16/2015 5:53,131153,Traveling
-64.44500732,-64.99900055,1/16/2015 6:06,131153,Traveling
-64.43099976,-65.00800323,1/16/2015 6:37,131153,Traveling
-64.42599487,-65.01200104,1/16/2015 6:37,131153,Traveling
-64.39099121,-65.02500153,1/16/2015 7:28,131153,Traveling
-64.40600586,-65.03500366,1/16/2015 7:42,131153,Traveling
-64.41799927,-65.01699829,1/16/2015 8:15,131153,Traveling
-64.40301514,-65.0059967,1/16/2015 9:11,131153,Traveling
-64.41000366,-64.9980011,1/16/2015 9:55,131153,Traveling
-64.41500854,-65.00299835,1/16/2015 9:56,131153,Traveling
-64.31698608,-64.99199677,1/16/2015 10:43,131153,Area-restricted Search
-64.20300293,-64.9940033,1/16/2015 11:34,131153,Area-restricted Search
-64.4119873,-65.00299835,1/16/2015 12:26,131153,Area-restricted Search
-64.23599243,-65.03099823,1/16/2015 13:14,131153,Traveling
-64.24899292,-65.02999878,1/16/2015 14:08,131153,Traveling
-64.16500854,-65,1/16/2015 15:51,131153,Area-restricted Search
-64.2130127,-64.88400269,1/17/2015 0:30,131153,Traveling
-64.20498657,-64.8789978,1/17/2015 0:44,131153,Traveling
-64.2210083,-64.89299774,1/17/2015 1:28,131153,Traveling
-64.21398926,-64.88999939,1/17/2015 1:29,131153,Traveling
-64.1619873,-64.90100098,1/17/2015 2:13,131153,Traveling
